"1D.pop.Benf" "1D.pop.MAD" "2D.geo.Benf" "2D.geo.MAD" "3D.socgeo.Benf" "3D.socgeo.MAD" "scenario"
"557" "Acceptable conformity" 0.00126 "Nonconformity" 0.00408 "Nonconformity" 0.00477 3
"558" "Close conformity" 0.00116 "Nonconformity" 0.0041 "Nonconformity" 0.005 3
"559" "Close conformity" 0.00115 "Nonconformity" 0.00421 "Nonconformity" 0.0048 3
"560" "Acceptable conformity" 0.00139 "Nonconformity" 0.00434 "Nonconformity" 0.00512 3
"561" "Close conformity" 0.00113 "Nonconformity" 0.0043 "Nonconformity" 0.00514 3
"562" "Acceptable conformity" 0.00132 "Nonconformity" 0.0043 "Nonconformity" 0.00489 3
"563" "Acceptable conformity" 0.00144 "Nonconformity" 0.00421 "Nonconformity" 0.00481 3
"564" "Acceptable conformity" 0.00127 "Nonconformity" 0.00415 "Nonconformity" 0.00469 3
"565" "Close conformity" 0.00113 "Nonconformity" 0.00412 "Nonconformity" 0.00498 3
"566" "Close conformity" 0.00086 "Nonconformity" 0.00416 "Nonconformity" 0.00495 3
"567" "Acceptable conformity" 0.00139 "Nonconformity" 0.0042 "Nonconformity" 0.00513 3
"568" "Close conformity" 0.00076 "Nonconformity" 0.00413 "Nonconformity" 0.00486 3
"569" "Acceptable conformity" 0.00148 "Nonconformity" 0.00421 "Nonconformity" 0.00494 3
"570" "Acceptable conformity" 0.00126 "Nonconformity" 0.00414 "Nonconformity" 0.00458 3
"571" "Acceptable conformity" 0.0014 "Nonconformity" 0.00418 "Nonconformity" 0.00511 3
"572" "Close conformity" 0.00113 "Nonconformity" 0.00426 "Nonconformity" 0.00497 3
"573" "Acceptable conformity" 0.00124 "Nonconformity" 0.00408 "Nonconformity" 0.0048 3
"574" "Acceptable conformity" 0.00136 "Nonconformity" 0.00424 "Nonconformity" 0.00477 3
"575" "Acceptable conformity" 0.00141 "Nonconformity" 0.0042 "Nonconformity" 0.00492 3
"576" "Acceptable conformity" 0.0013 "Nonconformity" 0.00428 "Nonconformity" 0.00514 3
"577" "Close conformity" 0.00092 "Nonconformity" 0.00422 "Nonconformity" 0.00514 3
"578" "Acceptable conformity" 0.00125 "Nonconformity" 0.00417 "Nonconformity" 0.00503 3
"579" "Acceptable conformity" 0.00148 "Nonconformity" 0.00412 "Nonconformity" 0.00489 3
"580" "Close conformity" 0.00112 "Nonconformity" 0.00418 "Nonconformity" 0.00504 3
"581" "Acceptable conformity" 0.00125 "Nonconformity" 0.00417 "Nonconformity" 0.00514 3
"582" "Close conformity" 0.00107 "Nonconformity" 0.00413 "Nonconformity" 0.00484 3
"583" "Acceptable conformity" 0.00148 "Nonconformity" 0.00419 "Nonconformity" 0.00494 3
"584" "Acceptable conformity" 0.00167 "Nonconformity" 0.00405 "Nonconformity" 0.00503 3
"585" "Acceptable conformity" 0.0016 "Nonconformity" 0.00423 "Nonconformity" 0.00509 3
"586" "Acceptable conformity" 0.00155 "Nonconformity" 0.00418 "Nonconformity" 0.00494 3
"587" "Close conformity" 0.00115 "Nonconformity" 0.0042 "Nonconformity" 0.00509 3
"588" "Close conformity" 0.00109 "Nonconformity" 0.00389 "Nonconformity" 0.00498 3
"589" "Close conformity" 0.00116 "Nonconformity" 0.00418 "Nonconformity" 0.00514 3
"590" "Close conformity" 0.00113 "Nonconformity" 0.00415 "Nonconformity" 0.00501 3
"591" "Acceptable conformity" 0.00141 "Nonconformity" 0.0041 "Nonconformity" 0.0048 3
"592" "Close conformity" 0.00108 "Nonconformity" 0.00406 "Nonconformity" 0.00473 3
"593" "Acceptable conformity" 0.00139 "Nonconformity" 0.00424 "Nonconformity" 0.00507 3
"594" "Acceptable conformity" 0.00128 "Nonconformity" 0.00406 "Nonconformity" 0.00508 3
"595" "Close conformity" 0.00077 "Nonconformity" 0.00415 "Nonconformity" 0.00484 3
"596" "Close conformity" 0.00117 "Nonconformity" 0.00419 "Nonconformity" 0.00508 3
"597" "Close conformity" 0.00116 "Nonconformity" 0.00416 "Nonconformity" 0.00444 3
"598" "Close conformity" 9e-04 "Nonconformity" 0.00431 "Nonconformity" 0.00498 3
"599" "Close conformity" 0.00114 "Nonconformity" 0.00428 "Nonconformity" 0.00485 3
"600" "Close conformity" 0.00098 "Nonconformity" 0.00402 "Nonconformity" 0.00477 3
"601" "Nonconformity" 0.00237 "Acceptable conformity" 0.00123 "Marginally acceptable conformity" 0.00207 4
"602" "Nonconformity" 0.00229 "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00209 4
"603" "Nonconformity" 0.00242 "Close conformity" 0.00092 "Marginally acceptable conformity" 0.00205 4
"604" "Nonconformity" 0.00241 "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00214 4
"605" "Marginally acceptable conformity" 0.00219 "Acceptable conformity" 0.00124 "Nonconformity" 0.00241 4
"606" "Nonconformity" 0.00225 "Close conformity" 0.00109 "Marginally acceptable conformity" 0.00213 4
"607" "Nonconformity" 0.00235 "Close conformity" 0.00108 "Nonconformity" 0.00222 4
"608" "Nonconformity" 0.00237 "Acceptable conformity" 0.00122 "Marginally acceptable conformity" 0.00216 4
"609" "Nonconformity" 0.00268 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00203 4
"610" "Nonconformity" 0.0028 "Close conformity" 0.00111 "Marginally acceptable conformity" 0.00205 4
"611" "Nonconformity" 0.00252 "Close conformity" 0.00104 "Nonconformity" 0.00225 4
"612" "Marginally acceptable conformity" 0.00217 "Close conformity" 0.00116 "Nonconformity" 0.00222 4
"613" "Nonconformity" 0.00239 "Close conformity" 0.00108 "Nonconformity" 0.00222 4
"614" "Nonconformity" 0.00287 "Close conformity" 0.00105 "Nonconformity" 0.0022 4
"615" "Nonconformity" 0.0027 "Acceptable conformity" 0.00125 "Nonconformity" 0.00242 4
"616" "Nonconformity" 0.00236 "Close conformity" 0.00099 "Nonconformity" 0.00225 4
"617" "Nonconformity" 0.00231 "Close conformity" 0.00103 "Nonconformity" 0.00225 4
"618" "Nonconformity" 0.00249 "Close conformity" 0.00097 "Nonconformity" 0.00231 4
"619" "Nonconformity" 0.00228 "Acceptable conformity" 0.00132 "Nonconformity" 0.00222 4
"620" "Nonconformity" 0.00233 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00206 4
"621" "Nonconformity" 0.00279 "Close conformity" 0.00088 "Nonconformity" 0.00224 4
"622" "Nonconformity" 0.00242 "Close conformity" 0.00098 "Marginally acceptable conformity" 0.00195 4
"623" "Nonconformity" 0.00274 "Close conformity" 0.00099 "Marginally acceptable conformity" 0.00207 4
"624" "Nonconformity" 0.00232 "Close conformity" 0.00117 "Nonconformity" 0.00223 4
"625" "Nonconformity" 0.00275 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00207 4
"626" "Nonconformity" 0.00237 "Close conformity" 0.00113 "Nonconformity" 0.00223 4
"627" "Nonconformity" 0.00276 "Acceptable conformity" 0.00121 "Marginally acceptable conformity" 0.00208 4
"628" "Nonconformity" 0.00236 "Close conformity" 0.00114 "Nonconformity" 0.00241 4
"629" "Nonconformity" 0.00248 "Close conformity" 0.00104 "Nonconformity" 0.00232 4
"630" "Nonconformity" 0.00247 "Acceptable conformity" 0.00121 "Nonconformity" 0.00221 4
"631" "Nonconformity" 0.00255 "Close conformity" 0.00096 "Nonconformity" 0.00222 4
"632" "Nonconformity" 0.00245 "Close conformity" 0.00084 "Nonconformity" 0.0022 4
"633" "Nonconformity" 0.00231 "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00217 4
"634" "Nonconformity" 0.00254 "Close conformity" 0.00099 "Nonconformity" 0.00227 4
"635" "Nonconformity" 0.00232 "Close conformity" 0.00107 "Nonconformity" 0.00231 4
"636" "Nonconformity" 0.00267 "Close conformity" 0.001 "Marginally acceptable conformity" 0.00204 4
"637" "Nonconformity" 0.00249 "Close conformity" 0.00093 "Marginally acceptable conformity" 0.0021 4
"638" "Nonconformity" 0.00237 "Acceptable conformity" 0.00123 "Marginally acceptable conformity" 0.00208 4
"639" "Nonconformity" 0.00275 "Close conformity" 0.00091 "Marginally acceptable conformity" 0.00212 4
"640" "Nonconformity" 0.0024 "Close conformity" 0.00105 "Marginally acceptable conformity" 0.00197 4
"641" "Nonconformity" 0.00225 "Close conformity" 0.00109 "Nonconformity" 0.00232 4
"642" "Nonconformity" 0.00232 "Close conformity" 0.00103 "Nonconformity" 0.00238 4
"643" "Nonconformity" 0.00242 "Close conformity" 0.00109 "Nonconformity" 0.00238 4
"644" "Nonconformity" 0.00266 "Close conformity" 0.00095 "Nonconformity" 0.00235 4
"645" "Nonconformity" 0.00256 "Close conformity" 0.0011 "Nonconformity" 0.00228 4
"646" "Nonconformity" 0.00287 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00219 4
"647" "Nonconformity" 0.00238 "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00217 4
"648" "Nonconformity" 0.00299 "Close conformity" 0.00103 "Marginally acceptable conformity" 0.00211 4
"649" "Nonconformity" 0.00244 "Close conformity" 0.00096 "Nonconformity" 0.00221 4
"650" "Nonconformity" 0.00258 "Close conformity" 0.00111 "Marginally acceptable conformity" 0.00205 4
"651" "Nonconformity" 0.0027 "Close conformity" 0.00119 "Marginally acceptable conformity" 0.00209 4
"652" "Nonconformity" 0.00263 "Acceptable conformity" 0.00125 "Nonconformity" 0.00223 4
"653" "Nonconformity" 0.00265 "Close conformity" 0.00096 "Nonconformity" 0.00223 4
"654" "Nonconformity" 0.00277 "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00207 4
"655" "Nonconformity" 0.00248 "Close conformity" 0.00105 "Nonconformity" 0.00224 4
"656" "Nonconformity" 0.00231 "Close conformity" 0.00106 "Nonconformity" 0.00236 4
"657" "Nonconformity" 0.0024 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00207 4
"658" "Nonconformity" 0.00269 "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00216 4
"659" "Nonconformity" 0.00273 "Close conformity" 0.00109 "Marginally acceptable conformity" 0.00207 4
"660" "Nonconformity" 0.00243 "Close conformity" 0.00098 "Marginally acceptable conformity" 0.00214 4
"661" "Nonconformity" 0.0023 "Close conformity" 0.00097 "Marginally acceptable conformity" 0.00213 4
"662" "Nonconformity" 0.00243 "Acceptable conformity" 0.00124 "Marginally acceptable conformity" 0.00216 4
"663" "Nonconformity" 0.00243 "Acceptable conformity" 0.00121 "Nonconformity" 0.00225 4
"664" "Nonconformity" 0.00245 "Close conformity" 0.00099 "Marginally acceptable conformity" 0.00219 4
"665" "Nonconformity" 0.00241 "Close conformity" 0.00108 "Nonconformity" 0.00227 4
"666" "Nonconformity" 0.00275 "Acceptable conformity" 0.00122 "Nonconformity" 0.00226 4
"667" "Nonconformity" 0.00251 "Close conformity" 0.00113 "Nonconformity" 0.00226 4
"668" "Nonconformity" 0.0024 "Close conformity" 0.00094 "Nonconformity" 0.00228 4
"669" "Nonconformity" 0.00235 "Close conformity" 0.00107 "Nonconformity" 0.00238 4
"670" "Nonconformity" 0.00268 "Close conformity" 0.0011 "Nonconformity" 0.00244 4
"671" "Nonconformity" 0.00263 "Close conformity" 0.00096 "Nonconformity" 0.00223 4
"672" "Nonconformity" 0.0023 "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00205 4
"673" "Nonconformity" 0.00257 "Close conformity" 0.00117 "Marginally acceptable conformity" 0.00216 4
"674" "Nonconformity" 0.00258 "Close conformity" 0.00098 "Marginally acceptable conformity" 0.00214 4
"675" "Nonconformity" 0.00255 "Acceptable conformity" 0.0012 "Nonconformity" 0.00242 4
"676" "Nonconformity" 0.00262 "Close conformity" 0.00093 "Marginally acceptable conformity" 0.002 4
"677" "Nonconformity" 0.00258 "Close conformity" 0.00104 "Marginally acceptable conformity" 0.00202 4
"678" "Nonconformity" 0.00256 "Close conformity" 0.00099 "Marginally acceptable conformity" 0.00217 4
"679" "Nonconformity" 0.0024 "Acceptable conformity" 0.00123 "Nonconformity" 0.00223 4
"680" "Nonconformity" 0.00246 "Close conformity" 0.00109 "Nonconformity" 0.00227 4
"681" "Nonconformity" 0.00221 "Close conformity" 0.00101 "Nonconformity" 0.0023 4
"682" "Nonconformity" 0.00237 "Close conformity" 0.00103 "Marginally acceptable conformity" 0.00209 4
"683" "Nonconformity" 0.00254 "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00217 4
"684" "Nonconformity" 0.00251 "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00199 4
"685" "Nonconformity" 0.00248 "Close conformity" 0.00092 "Marginally acceptable conformity" 0.0022 4
"686" "Nonconformity" 0.00226 "Acceptable conformity" 0.00131 "Marginally acceptable conformity" 0.00208 4
"687" "Nonconformity" 0.00265 "Close conformity" 0.00113 "Nonconformity" 0.00252 4
"688" "Nonconformity" 0.00251 "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00217 4
"689" "Nonconformity" 0.00249 "Acceptable conformity" 0.00123 "Nonconformity" 0.00222 4
"690" "Nonconformity" 0.00233 "Acceptable conformity" 0.00124 "Marginally acceptable conformity" 0.00219 4
"691" "Nonconformity" 0.00279 "Close conformity" 0.00104 "Marginally acceptable conformity" 0.00198 4
"692" "Nonconformity" 0.0025 "Close conformity" 0.00094 "Nonconformity" 0.00226 4
"693" "Nonconformity" 0.00269 "Acceptable conformity" 0.00134 "Nonconformity" 0.00234 4
"694" "Nonconformity" 0.00228 "Close conformity" 0.00106 "Nonconformity" 0.00225 4
"695" "Nonconformity" 0.00293 "Close conformity" 0.00094 "Marginally acceptable conformity" 0.00219 4
"696" "Nonconformity" 0.00255 "Acceptable conformity" 0.00124 "Marginally acceptable conformity" 0.00215 4
"697" "Nonconformity" 0.00245 "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00199 4
"698" "Nonconformity" 0.00248 "Close conformity" 0.00108 "Nonconformity" 0.00221 4
"699" "Nonconformity" 0.00246 "Close conformity" 0.00117 "Nonconformity" 0.00249 4
"700" "Nonconformity" 0.00257 "Acceptable conformity" 0.00124 "Marginally acceptable conformity" 0.00212 4
"701" "Nonconformity" 0.00268 "Close conformity" 0.00116 "Nonconformity" 0.00227 4
"702" "Nonconformity" 0.00265 "Close conformity" 0.00118 "Marginally acceptable conformity" 0.00216 4
"703" "Nonconformity" 0.00244 "Close conformity" 0.00099 "Marginally acceptable conformity" 0.00202 4
"704" "Nonconformity" 0.00249 "Close conformity" 0.00118 "Marginally acceptable conformity" 0.0022 4
"705" "Nonconformity" 0.00233 "Close conformity" 0.00092 "Nonconformity" 0.00248 4
"706" "Nonconformity" 0.00273 "Acceptable conformity" 0.0012 "Nonconformity" 0.00249 4
"707" "Nonconformity" 0.00259 "Acceptable conformity" 0.00121 "Marginally acceptable conformity" 0.00191 4
"708" "Nonconformity" 0.00234 "Acceptable conformity" 0.00126 "Nonconformity" 0.00242 4
"709" "Nonconformity" 0.00235 "Close conformity" 9e-04 "Marginally acceptable conformity" 0.00209 4
"710" "Nonconformity" 0.00254 "Close conformity" 0.00096 "Nonconformity" 0.00241 4
"711" "Nonconformity" 0.00261 "Close conformity" 0.00112 "Marginally acceptable conformity" 0.00218 4
"712" "Nonconformity" 0.00244 "Close conformity" 0.00102 "Nonconformity" 0.0022 4
"713" "Nonconformity" 0.00267 "Close conformity" 0.0012 "Marginally acceptable conformity" 0.00206 4
"714" "Nonconformity" 0.00274 "Close conformity" 0.00119 "Nonconformity" 0.00224 4
"715" "Nonconformity" 0.00241 "Close conformity" 0.00112 "Marginally acceptable conformity" 0.00214 4
"716" "Nonconformity" 0.00293 "Close conformity" 0.0011 "Marginally acceptable conformity" 0.00202 4
"717" "Nonconformity" 0.00257 "Close conformity" 8e-04 "Nonconformity" 0.00221 4
"718" "Nonconformity" 0.00244 "Close conformity" 0.00091 "Marginally acceptable conformity" 0.00217 4
"719" "Nonconformity" 0.00238 "Acceptable conformity" 0.00129 "Nonconformity" 0.00223 4
"720" "Nonconformity" 0.0024 "Close conformity" 0.00108 "Nonconformity" 0.00247 4
"721" "Nonconformity" 0.0029 "Acceptable conformity" 0.00139 "Marginally acceptable conformity" 0.00209 4
"722" "Nonconformity" 0.00257 "Close conformity" 0.00114 "Marginally acceptable conformity" 0.00202 4
"723" "Nonconformity" 0.00258 "Close conformity" 0.00109 "Marginally acceptable conformity" 0.00203 4
"724" "Nonconformity" 0.00269 "Close conformity" 0.00112 "Marginally acceptable conformity" 0.00206 4
"725" "Nonconformity" 0.00263 "Close conformity" 0.00092 "Marginally acceptable conformity" 0.00205 4
"726" "Nonconformity" 0.00232 "Close conformity" 0.00104 "Nonconformity" 0.0022 4
"727" "Nonconformity" 0.00264 "Close conformity" 0.00107 "Nonconformity" 0.0023 4
"728" "Nonconformity" 0.00282 "Close conformity" 0.00098 "Nonconformity" 0.00231 4
"729" "Nonconformity" 0.00264 "Close conformity" 0.00111 "Nonconformity" 0.00226 4
"730" "Nonconformity" 0.00258 "Close conformity" 0.00091 "Marginally acceptable conformity" 0.00212 4
"731" "Nonconformity" 0.00268 "Close conformity" 0.00106 "Marginally acceptable conformity" 0.00217 4
"732" "Nonconformity" 0.00301 "Acceptable conformity" 0.00125 "Marginally acceptable conformity" 0.00211 4
"733" "Nonconformity" 0.00272 "Close conformity" 0.00101 "Marginally acceptable conformity" 0.00208 4
"734" "Nonconformity" 0.00263 "Close conformity" 0.001 "Nonconformity" 0.00223 4
"735" "Marginally acceptable conformity" 0.00206 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00192 4
"736" "Nonconformity" 0.0026 "Close conformity" 0.00095 "Marginally acceptable conformity" 0.00218 4
"737" "Nonconformity" 0.00237 "Close conformity" 0.001 "Marginally acceptable conformity" 0.00204 4
"738" "Nonconformity" 0.0024 "Close conformity" 0.00119 "Nonconformity" 0.00229 4
"739" "Nonconformity" 0.00244 "Close conformity" 0.00115 "Marginally acceptable conformity" 0.00201 4
"740" "Nonconformity" 0.00236 "Acceptable conformity" 0.00126 "Nonconformity" 0.00234 4
"741" "Nonconformity" 0.00274 "Close conformity" 0.00112 "Marginally acceptable conformity" 0.00213 4
"742" "Nonconformity" 0.00266 "Close conformity" 0.00115 "Marginally acceptable conformity" 0.00218 4
"743" "Nonconformity" 0.00269 "Acceptable conformity" 0.00122 "Nonconformity" 0.00229 4
"744" "Nonconformity" 0.00291 "Close conformity" 0.00103 "Nonconformity" 0.0023 4
"745" "Nonconformity" 0.00283 "Close conformity" 0.00116 "Nonconformity" 0.00247 4
"746" "Nonconformity" 0.00277 "Close conformity" 0.00113 "Nonconformity" 0.00253 4
"747" "Marginally acceptable conformity" 0.00215 "Acceptable conformity" 0.00134 "Marginally acceptable conformity" 0.00203 4
"748" "Nonconformity" 0.00273 "Close conformity" 0.00084 "Marginally acceptable conformity" 0.00205 4
"749" "Nonconformity" 0.00284 "Close conformity" 0.00095 "Nonconformity" 0.00223 4
"750" "Nonconformity" 0.00265 "Close conformity" 0.00102 "Marginally acceptable conformity" 0.0021 4
"751" "Nonconformity" 0.00248 "Close conformity" 0.00105 "Nonconformity" 0.00234 4
"752" "Nonconformity" 0.00254 "Close conformity" 0.00104 "Marginally acceptable conformity" 0.00199 4
"753" "Nonconformity" 0.00259 "Close conformity" 0.00106 "Marginally acceptable conformity" 0.00212 4
"754" "Nonconformity" 0.00241 "Acceptable conformity" 0.00132 "Marginally acceptable conformity" 0.00209 4
"755" "Nonconformity" 0.00265 "Close conformity" 0.00114 "Nonconformity" 0.00226 4
"756" "Marginally acceptable conformity" 0.0021 "Close conformity" 0.00095 "Marginally acceptable conformity" 0.00214 4
"757" "Nonconformity" 0.00222 "Acceptable conformity" 0.00133 "Marginally acceptable conformity" 0.00213 4
"758" "Marginally acceptable conformity" 0.00207 "Close conformity" 0.00108 "Nonconformity" 0.00241 4
"759" "Nonconformity" 0.00253 "Close conformity" 0.00119 "Marginally acceptable conformity" 0.00207 4
"760" "Nonconformity" 0.00246 "Acceptable conformity" 0.00123 "Nonconformity" 0.00221 4
"761" "Nonconformity" 0.00253 "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00198 4
"762" "Nonconformity" 0.00242 "Close conformity" 0.00096 "Nonconformity" 0.00234 4
"763" "Nonconformity" 0.00242 "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00212 4
"764" "Nonconformity" 0.00258 "Close conformity" 0.001 "Marginally acceptable conformity" 0.00215 4
"765" "Nonconformity" 0.00222 "Close conformity" 0.00108 "Nonconformity" 0.00227 4
"766" "Nonconformity" 0.00256 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.00214 4
"767" "Nonconformity" 0.00288 "Close conformity" 0.00119 "Nonconformity" 0.00226 4
"768" "Nonconformity" 0.00246 "Close conformity" 0.00088 "Nonconformity" 0.00224 4
"769" "Nonconformity" 0.00253 "Close conformity" 0.00098 "Nonconformity" 0.00228 4
"770" "Nonconformity" 0.00287 "Close conformity" 0.00113 "Marginally acceptable conformity" 0.00208 4
"771" "Nonconformity" 0.00256 "Close conformity" 0.00109 "Nonconformity" 0.00241 4
"772" "Nonconformity" 0.00257 "Close conformity" 0.00116 "Nonconformity" 0.0023 4
"773" "Nonconformity" 0.00252 "Acceptable conformity" 0.00121 "Marginally acceptable conformity" 0.00211 4
"774" "Nonconformity" 0.00257 "Close conformity" 0.00096 "Marginally acceptable conformity" 0.0022 4
"775" "Nonconformity" 0.003 "Close conformity" 0.00111 "Nonconformity" 0.00241 4
"776" "Nonconformity" 0.00237 "Close conformity" 0.00108 "Marginally acceptable conformity" 0.0022 4
"777" "Nonconformity" 0.00254 "Acceptable conformity" 0.00122 "Nonconformity" 0.00258 4
"778" "Marginally acceptable conformity" 0.00218 "Close conformity" 0.00105 "Marginally acceptable conformity" 0.00196 4
"779" "Nonconformity" 0.00243 "Close conformity" 0.00114 "Nonconformity" 0.0022 4
"780" "Nonconformity" 0.00269 "Close conformity" 0.00101 "Nonconformity" 0.00235 4
"781" "Nonconformity" 0.00283 "Close conformity" 0.00103 "Nonconformity" 0.0023 4
"782" "Nonconformity" 0.00256 "Close conformity" 0.00091 "Marginally acceptable conformity" 0.0021 4
"783" "Nonconformity" 0.00257 "Close conformity" 0.00086 "Marginally acceptable conformity" 0.002 4
"784" "Nonconformity" 0.00232 "Close conformity" 0.00098 "Marginally acceptable conformity" 0.00209 4
"785" "Nonconformity" 0.00274 "Close conformity" 0.00101 "Nonconformity" 0.00226 4
"786" "Nonconformity" 0.00233 "Close conformity" 0.00092 "Marginally acceptable conformity" 0.00217 4
"787" "Nonconformity" 0.0027 "Close conformity" 0.00097 "Nonconformity" 0.00236 4
"788" "Nonconformity" 0.00281 "Close conformity" 0.00085 "Nonconformity" 0.00225 4
"789" "Nonconformity" 0.00258 "Close conformity" 0.00104 "Nonconformity" 0.0023 4
"790" "Nonconformity" 0.00268 "Close conformity" 0.00091 "Nonconformity" 0.00238 4
"791" "Nonconformity" 0.00274 "Close conformity" 0.00097 "Nonconformity" 0.00239 4
"792" "Nonconformity" 0.00268 "Close conformity" 0.00105 "Nonconformity" 0.00223 4
"793" "Nonconformity" 0.00248 "Acceptable conformity" 0.00133 "Marginally acceptable conformity" 0.00215 4
"794" "Nonconformity" 0.0026 "Close conformity" 0.00102 "Marginally acceptable conformity" 0.00201 4
"795" "Nonconformity" 0.0024 "Close conformity" 0.00109 "Marginally acceptable conformity" 0.00207 4
"796" "Nonconformity" 0.00246 "Close conformity" 0.00118 "Nonconformity" 0.00243 4
"797" "Nonconformity" 0.0028 "Close conformity" 0.00107 "Marginally acceptable conformity" 0.00207 4
"798" "Nonconformity" 0.00262 "Acceptable conformity" 0.00133 "Nonconformity" 0.00226 4
"799" "Nonconformity" 0.00257 "Close conformity" 9e-04 "Marginally acceptable conformity" 0.00215 4
"800" "Nonconformity" 0.0025 "Close conformity" 0.00092 "Nonconformity" 0.00228 4
"801" "Nonconformity" 0.00247 "Nonconformity" 0.00297 "Acceptable conformity" 0.00167 5
"802" "Nonconformity" 0.00229 "Nonconformity" 0.00294 "Marginally acceptable conformity" 0.00183 5
"803" "Nonconformity" 0.0025 "Nonconformity" 0.00289 "Acceptable conformity" 0.00168 5
"804" "Nonconformity" 0.00277 "Nonconformity" 0.00305 "Marginally acceptable conformity" 0.00183 5
"805" "Nonconformity" 0.00261 "Nonconformity" 0.00296 "Acceptable conformity" 0.00164 5
"806" "Nonconformity" 0.00243 "Nonconformity" 0.00299 "Marginally acceptable conformity" 0.00185 5
"807" "Nonconformity" 0.00235 "Nonconformity" 0.00297 "Acceptable conformity" 0.00159 5
"808" "Nonconformity" 0.0024 "Nonconformity" 0.00292 "Marginally acceptable conformity" 0.00184 5
"809" "Nonconformity" 0.00264 "Nonconformity" 0.00302 "Acceptable conformity" 0.00169 5
"810" "Nonconformity" 0.00254 "Nonconformity" 0.00306 "Marginally acceptable conformity" 0.00194 5
"811" "Nonconformity" 0.00251 "Nonconformity" 0.00294 "Marginally acceptable conformity" 0.00181 5
"812" "Nonconformity" 0.00255 "Nonconformity" 0.00291 "Acceptable conformity" 0.00177 5
"813" "Nonconformity" 0.00268 "Nonconformity" 0.00298 "Acceptable conformity" 0.00166 5
"814" "Nonconformity" 0.00274 "Nonconformity" 0.00294 "Acceptable conformity" 0.00155 5
"815" "Nonconformity" 0.00249 "Nonconformity" 0.00297 "Acceptable conformity" 0.00174 5
"816" "Nonconformity" 0.00245 "Nonconformity" 0.00306 "Acceptable conformity" 0.00177 5
"817" "Nonconformity" 0.00281 "Nonconformity" 0.00296 "Acceptable conformity" 0.0018 5
"818" "Nonconformity" 0.00251 "Nonconformity" 0.00295 "Acceptable conformity" 0.00174 5
"819" "Nonconformity" 0.00275 "Nonconformity" 0.00291 "Marginally acceptable conformity" 0.00184 5
"820" "Nonconformity" 0.00267 "Nonconformity" 0.00292 "Acceptable conformity" 0.00164 5
"821" "Nonconformity" 0.00264 "Nonconformity" 0.00298 "Acceptable conformity" 0.00171 5
"822" "Nonconformity" 0.0026 "Nonconformity" 0.003 "Marginally acceptable conformity" 0.00193 5
"823" "Nonconformity" 0.00238 "Nonconformity" 0.00295 "Acceptable conformity" 0.00157 5
"824" "Nonconformity" 0.00257 "Nonconformity" 0.00296 "Marginally acceptable conformity" 0.00202 5
"825" "Nonconformity" 0.0024 "Nonconformity" 0.00295 "Acceptable conformity" 0.00158 5
"826" "Nonconformity" 0.00251 "Nonconformity" 0.00295 "Acceptable conformity" 0.00159 5
"827" "Nonconformity" 0.00261 "Nonconformity" 0.003 "Acceptable conformity" 0.00159 5
"828" "Marginally acceptable conformity" 0.00214 "Nonconformity" 0.0029 "Acceptable conformity" 0.00159 5
"829" "Nonconformity" 0.00237 "Nonconformity" 0.003 "Acceptable conformity" 0.00174 5
"830" "Nonconformity" 0.00267 "Nonconformity" 0.003 "Marginally acceptable conformity" 0.00187 5
"831" "Nonconformity" 0.00294 "Nonconformity" 0.00297 "Acceptable conformity" 0.0016 5
"832" "Nonconformity" 0.00265 "Nonconformity" 0.00303 "Acceptable conformity" 0.00168 5
"833" "Nonconformity" 0.00242 "Nonconformity" 0.00295 "Acceptable conformity" 0.00164 5
"834" "Nonconformity" 0.00248 "Nonconformity" 0.00288 "Acceptable conformity" 0.00161 5
"835" "Nonconformity" 0.00247 "Nonconformity" 0.00299 "Acceptable conformity" 0.00152 5
"836" "Nonconformity" 0.00226 "Nonconformity" 0.00304 "Acceptable conformity" 0.0017 5
"837" "Nonconformity" 0.0025 "Nonconformity" 0.00298 "Marginally acceptable conformity" 0.00192 5
"838" "Nonconformity" 0.00253 "Nonconformity" 0.00288 "Acceptable conformity" 0.0017 5
"839" "Nonconformity" 0.00234 "Nonconformity" 0.00284 "Acceptable conformity" 0.00179 5
